Date,CODMBR,highfreq,upper_threshold,lower_threshold,trend_aware_flag
2021/3/15,340,-12.75498392,16.89658155,-21.306926,0
2021/3/16,347,-7.480300879,15.45849343,-22.74501413,0
2021/3/17,350,-5.84792772,17.60605443,-20.59745312,0
2021/3/18,387,26.09762366,17.83449383,-20.36901372,1
2021/3/19,375,6.148255165,16.91219367,-19.44671357,0
2021/3/20,367,-4.1524791,16.68375428,-19.67515297,0
2021/3/21,351,-16.58799234,21.04000212,-24.03140081,0
2021/3/22,361,-0.731326871,21.04000212,-24.03140081,0
2021/3/23,354,2.608171332,21.26844152,-23.80296141,0
2021/3/24,345,-1.495699345,21.26844152,-23.80296141,0
2021/3/25,353,5.19162805,21.26844152,-23.80296141,0
2021/3/26,345,-3.653869379,21.80437459,-23.26702833,0
2021/3/27,366,14.53255862,21.80437459,-23.26702833,0
2021/3/28,352,-1.267259946,21.80437459,-23.26702833,0
2021/3/29,341,-12.29633093,21.80437459,-23.26702833,0
2021/3/30,351,-3.930592631,21.80437459,-23.26702833,0
2021/3/31,364,6.639286405,21.80437459,-23.26702833,0
2021/4/1,349,-7.916154129,21.86526603,-23.2061369,0
2021/4/2,353,-0.670435434,21.86526603,-23.2061369,0
2021/4/3,360,11.25103953,21.86526603,-23.2061369,0
2021/4/4,346,4.758179707,26.14221712,-27.48308799,0
2021/4/5,339,1.752285351,29.40857167,-30.74944254,0
2021/4/6,325,-12.19476317,30.0082147,-30.14979951,0
2021/4/7,334,-3.366750411,30.38890086,-30.53048567,0
2021/4/8,351,11.70440319,30.38890086,-30.53048567,0
2021/4/9,342,-0.070792405,30.38890086,-30.53048567,0
2021/4/10,338,-7.448741951,31.07976126,-29.83962526,0
2021/4/11,356,4.840146739,30.52668708,-30.66827189,0
2021/4/12,346,-13.05816546,32.75230768,-32.89389249,0
2021/4/13,362,0.620068,34.11595737,-32.87582137,0
2021/4/14,351,-6.717354015,34.11595737,-32.87582137,0
2021/4/15,374,22.26976258,35.9646737,-36.10625851,0
2021/4/16,354,12.62356269,34.31817024,-41.05167106,0
2021/4/17,344,4.215589735,40.34638484,-40.48796965,0
2021/4/18,323,-25.14946369,40.34638484,-40.48796965,0
2021/4/19,346,-12.44465425,40.34638484,-40.48796965,0
2021/4/20,385,10.88283584,41.03724525,-39.79710925,0
2021/4/21,374,-5.61191527,41.22854053,-39.60581396,0
2021/4/22,366,-7.095378752,41.22854053,-39.60581396,0
2021/4/23,378,13.13536073,41.22854053,-39.60581396,0
2021/4/24,389,38.2744219,44.63276698,-36.20158751,0
2021/4/25,331,-14.06341834,44.63276698,-36.20158751,0
2021/4/26,315,-34.77322226,42.66580495,-34.23462548,1
2021/4/27,365,10.54743921,39.17274421,-37.55001764,0
2021/4/28,356,-6.957025045,39.17274421,-37.55001764,0
2021/4/29,370,4.580991606,39.17274421,-37.55001764,0
2021/4/30,361,0.811363285,40.09257304,-30.93058983,0
2021/5/1,362,6.83246211,37.15345026,-32.11850964,0
2021/5/2,357,9.364768734,37.15345026,-32.11850964,0
2021/5/3,334,-9.531777031,35.62866098,-30.59372036,0
2021/5/4,351,6.940612801,33.69170857,-32.06898201,0
2021/5/5,325,-19.14105515,33.69170857,-32.06898201,0
2021/5/6,352,6.517698746,33.69170857,-32.06898201,0
2021/5/7,345,-2.300243253,33.69170857,-32.06898201,0
2021/5/8,357,7.882981401,33.69170857,-32.06898201,0
2021/5/9,345,-7.754899308,33.69170857,-32.06898201,0
2021/5/10,375.1,17.11241492,33.69170857,-32.06898201,0
2021/5/11,365,2.517470311,35.32841759,-30.43227299,0
2021/5/12,354,-12.36016877,35.32841759,-30.43227299,0
2021/5/13,364,-6.61928155,33.11422124,-32.64646934,0
2021/5/14,375,0.23387595,35.32841759,-30.43227299,0
2021/5/15,384,6.372417846,33.11422124,-32.64646934,0
2021/5/16,378,-1.087239786,37.08405225,-32.18790765,0
2021/5/17,376,-3.293211763,34.8698559,-34.402104,0
2021/5/18,387,9.157699143,37.08405225,-32.18790765,0
2021/5/19,354,-18.40633064,34.8698559,-34.402104,0
2021/5/20,365,2.448072298,34.8698559,-34.402104,0
2021/5/21,354,5.093373216,32.66678193,-32.19903003,0
2021/5/22,355,24.38429492,34.15784273,-33.69009083,0
2021/5/23,324,-10.74415734,34.15784273,-33.69009083,0
2021/5/24,378,14.25341688,35.71169799,-32.13623557,0
2021/5/25,351,-53.00538835,36.37203908,-31.47589448,1
2021/5/26,499,35.9223812,38.82921331,-33.93306872,0
2021/5/27,478,-12.87752412,38.82921331,-33.93306872,0
2021/5/28,493,10.15029344,38.82921331,-33.93306872,0
2021/5/29,469,-0.567121869,36.37203908,-31.47589448,0
2021/5/30,426,-11.86537588,36.37203908,-31.47589448,0
2021/5/31,440,9.426811751,35.96700436,-28.8988076,0
2021/6/1,466,13.0357419,35.96700436,-28.8988076,0
2021/6/2,454,-19.45244101,35.71169799,-32.13623557,0
2021/6/3,505,1.787731208,35.71169799,-32.13623557,0
2021/6/4,525,9.127901691,34.17322077,-33.67471279,0
2021/6/5,510,3.53409838,34.17322077,-33.67471279,0
2021/6/6,486,-10.61101262,37.10700662,-36.60849864,0
2021/6/7,475,-3.810820797,38.64548384,-35.07002142,0
2021/6/8,484,10.63537967,37.10700662,-36.60849864,0
2021/6/9,460,-23.92659755,37.10700662,-36.60849864,0
2021/6/10,520,25.43117175,38.64548384,-35.07002142,0
2021/6/11,516,4.91018303,38.20181848,-34.62635606,0
2021/6/12,507,-7.103245392,36.66334126,-36.16483328,0
2021/6/13,496,-4.617289422,36.66334126,-36.16483328,0
2021/6/14,485,0.24925399,32.60326647,-40.22490807,0
2021/6/15,453,-8.074853114,32.60326647,-40.22490807,0
2021/6/16,441,2.528298065,32.60326647,-40.22490807,0
2021/6/17,457,38.4146402,36.45258276,-35.95407478,1
2021/6/18,359,-33.49804282,36.45258276,-35.95407478,0
2021/6/19,346,-16.47329027,36.00805425,-36.74542707,0
2021/6/20,355,9.566503696,36.00805425,-36.74542707,0
2021/6/21,364,22.01643156,31.58603935,-40.82061819,0
2021/6/22,340,-5.849836215,30.33940317,-39.57398201,0
2021/6/23,347,-14.58637893,30.58159784,-39.33178735,0
2021/6/24,350,-18.09206509,34.58800619,-35.325379,0
2021/6/25,387,22.94115038,32.18259822,-32.91997104,0
2021/6/26,375,11.22609338,31.0634178,-31.80079061,0
2021/6/27,367,4.75253246,27.05700945,-35.80719896,0
2021/6/28,351,-10.02441628,27.05700945,-35.80719896,0
2021/6/29,361,-0.368686408,27.89945857,-30.05068143,0
2021/6/30,354,-4.630702596,27.21868523,-29.36990809,0
2021/7/1,345,-8.256913965,25.21882383,-31.3697695,0
2021/7/2,353,2.671772144,24.97152965,-31.12247533,0
2021/7/3,345,-4.375094754,23.31108633,-29.46203201,0
2021/7/4,366,17.88492627,25.31094774,-27.4621706,0
2021/7/5,352,4.507642364,25.31094774,-27.4621706,0
2021/7/6,341,-9.13146335,25.31094774,-27.4621706,0
2021/7/7,351,-5.17867923,24.20992504,-28.56319331,0
2021/7/8,364,-1.07561143,25.71169981,-30.06496809,0
2021/7/9,384,6.371555417,25.71169981,-30.06496809,0
2021/7/10,378,-4.578115095,25.71169981,-30.06496809,0
2021/7/11,376,-3.075472838,26.81272252,-28.96394538,0
2021/7/12,387,13.74888168,30.56882179,-31.26172778,0
2021/7/13,354,-8.128051418,32.36648553,-34.51770839,0
2021/7/14,365,8.914278849,32.77169519,-34.92291805,0
2021/7/15,354,-2.176634137,33.30929419,-37.66256247,0
2021/7/16,355,-0.346452993,33.30929419,-37.66256247,0
2021/7/17,324,-32.24628042,34.72354404,-39.07681231,0
2021/7/18,378,11.3735747,35.82456674,-37.9757896,0
2021/7/19,351,-35.86466261,43.73601003,-44.42891601,0
2021/7/20,499,72.36286795,49.50342326,-53.85669154,1
2021/7/21,478,11.44022789,54.35077288,-58.70404115,0
2021/7/22,493,3.604493409,54.35077288,-58.70404115,0
2021/7/23,469,-16.04854118,55.40953615,-59.76280443,0
2021/7/24,426,-48.44430424,55.40953615,-59.76280443,0
2021/7/25,440,-8.247989876,55.40953615,-59.76280443,0
2021/7/26,466,23.6947169,56.12226154,-59.05007903,0
2021/7/27,454,-6.39198775,56.12226154,-59.05007903,0
2021/7/28,505,27.62268891,63.0630449,-65.99086238,0
2021/7/29,525,22.53827907,63.67158182,-70.40340432,0
2021/7/30,510,-3.365911251,63.67158182,-70.40340432,0
2021/7/31,486,-20.16255332,63.02357175,-71.05141438,0
2021/8/1,475,-23.93195918,63.02357175,-71.05141438,0
2021/8/2,484,-1.463908744,60.64550532,-73.42948082,0
2021/8/3,460,-20.72032221,63.02357175,-71.05141438,0
2021/8/4,520,32.40551417,63.67158182,-70.40340432,0
2021/8/5,516,22.18267904,63.67158182,-70.40340432,0
2021/8/6,507,3.309239795,63.02357175,-71.05141438,0
2021/8/7,496,-6.867793264,63.02357175,-71.05141438,0
2021/8/8,485,-4.013921316,63.02357175,-71.05141438,0
2021/8/9,453,-19.55779059,63.02357175,-71.05141438,0
2021/8/10,441,-8.411570532,63.02357175,-71.05141438,0
2021/8/11,457,6.374097186,63.02357175,-71.05141438,0
2021/8/12,460,-19.88575498,63.18175767,-66.10957515,0
2021/8/13,550,30.95470074,64.05981313,-64.99409415,0
2021/8/14,621,44.13260788,65.75228634,-59.63933028,0
2021/8/15,586,-13.49375169,61.79756486,-60.29384607,0
2021/8/16,549,-32.45374292,61.03822681,-61.05318412,0
2021/8/17,535,-21.05253248,60.57856496,-61.51284598,0
2021/8/18,521,12.11864917,60.57856496,-61.51284598,0
2021/8/19,505,18.15924352,61.03822681,-61.05318412,0
2021/8/20,499,3.361211891,52.23965834,-52.25461565,0
2021/8/21,485,-15.5799446,52.23965834,-52.25461565,0
2021/8/22,520,6.147706678,50.33147327,-50.34643058,0
2021/8/23,516,-0.467140512,51.09081132,-49.58709253,0
2021/8/24,507,3.056478033,50.33147327,-50.34643058,0
2021/8/25,496,0.751859394,37.65994368,-38.59422471,0
2021/8/26,485,-0.007478655,37.06909657,-38.0033776,0
2021/8/27,453,-15.13088982,34.37653358,-34.39149088,0
2021/8/28,441,-5.148192859,32.68206556,-31.17834677,0
2021/8/29,457,39.86213726,31.92272751,-31.93768482,1
2021/8/30,359,-21.09831295,31.46306565,-32.39734668,0
2021/8/31,346,-11.40441863,28.34887515,-35.51153717,0
2021/9/1,355,4.681047272,30.13860013,-33.7218122,0
2021/9/2,364,16.74200384,28.34887515,-35.51153717,0
2021/9/3,340,-13.98474734,28.89449614,-36.05715816,0
2021/9/4,347,-10.02679843,28.89449614,-36.05715816,0
2021/9/5,350,-5.090427628,28.89449614,-36.05715816,0
2021/9/6,387,27.34694699,31.70307159,-38.86573361,0
2021/9/7,375,7.358864614,31.70307159,-38.86573361,0
2021/9/8,367,-3.58133101,31.70307159,-38.86573361,0
2021/9/9,351,-18.01113197,31.70307159,-38.86573361,0
2021/9/10,361,-3.756443121,33.49279656,-37.07600863,0
2021/9/11,354,-1.791606038,33.49279656,-37.07600863,0
2021/9/12,345,-5.155406467,31.70307159,-38.86573361,0
2021/9/13,353,4.94269034,31.70307159,-38.86573361,0
2021/9/14,345,1.212756702,33.59399331,-37.17720539,0
2021/9/15,366,26.95948233,34.48309116,-36.28810754,0
2021/9/16,352,7.59713592,34.48309116,-36.28810754,0
2021/9/17,341,-19.33739469,34.48309116,-36.28810754,0
2021/9/18,351,-48.57822185,33.59399331,-37.17720539,1
2021/9/19,521,54.2500108,33.59399331,-37.17720539,1
2021/9/20,505,3.159633284,34.48309116,-36.28810754,0
2021/9/21,499,-5.906002732,34.48309116,-36.28810754,0
2021/9/22,485,-26.14391731,34.48309116,-36.28810754,0
2021/9/23,520,12.42555345,37.65062916,-39.23715274,0
2021/9/24,516,10.71346579,37.65062916,-39.23715274,0
2021/9/25,507,-0.902508189,40.4969374,-42.30195378,0
2021/9/26,496,-4.393103324,38.39565871,-44.40323247,0
2021/9/27,485,-0.793261786,37.00634227,-45.79254892,0
2021/9/28,453,-14.64905302,38.39565871,-44.40323247,0
2021/9/29,441,-3.00378688,40.4969374,-42.30195378,0
2021/9/30,457,41.77299304,38.39565871,-44.40323247,1
2021/10/1,359,-22.37590101,38.39565871,-44.40323247,0
2021/10/2,346,-12.95865899,39.80279715,-42.99609404,0
2021/10/3,355,5.279154467,40.4969374,-42.30195378,0
2021/10/4,364,18.30203511,39.80279715,-42.99609404,0
2021/10/5,340,-11.70283738,39.80279715,-42.99609404,0
2021/10/6,347,-8.130106493,38.94983313,-44.95740689,0
2021/10/7,350,-5.271574201,40.35697157,-43.55026846,0
2021/10/8,376,13.28577389,41.16511053,-47.17268429,0
2021/10/9,387,12.17349243,42.57224897,-45.76554586,0
2021/10/10,354,-22.17075474,46.495354,-41.84244082,0
2021/10/11,365,-1.596648444,46.495354,-41.84244082,0
2021/10/12,354,2.326456588,46.495354,-41.84244082,0
2021/10/13,355,27.56598152,49.37994622,-38.9578486,0
2021/10/14,324,-6.602497725,46.495354,-41.84244082,0
2021/10/15,378,13.74706987,47.02538931,-42.37247613,0
2021/10/16,351,-56.45071992,49.90998153,-39.48788391,1
2021/10/17,499,29.07844185,52.91261631,-36.48524913,0
2021/10/18,478,-18.55725714,52.91261631,-36.48524913,0
2021/10/19,493,11.50334947,49.90998153,-39.48788391,0
2021/10/20,469,9.778848364,47.02538931,-42.37247613,0
2021/10/21,426,11.08627152,58.62240811,-48.20031049,0
2021/10/22,376,-11.44921402,52.91261631,-36.48524913,0
2021/10/23,387,5.211048809,53.09741589,-36.30044956,0
2021/10/24,354,-12.61537207,61.62504289,-45.19767571,0
2021/10/25,365,13.2335112,61.62504289,-45.19767571,0
2021/10/26,354,8.213683588,59.09653824,-48.67444062,0
2021/10/27,355,8.398483163,59.09653824,-48.67444062,0
2021/10/28,324,-34.19730688,59.09653824,-48.67444062,0
2021/10/29,378,-4.652555091,59.09653824,-48.67444062,0
2021/10/30,351,-60.15554269,59.09653824,-48.67444062,1
2021/10/31,499,53.99166849,58.96675261,-48.80422625,0
2021/11/1,478,28.39202942,58.96675261,-48.80422625,0
2021/11/2,493,73.24279807,58.96675261,-48.80422625,1
2021/11/3,323,-52.09059314,58.96675261,-48.80422625,1
2021/11/4,356,-44.03318438,58.49262248,-48.33009613,0
2021/11/5,378,-2.096254009,48.89524754,-38.73272119,0
2021/11/6,362,5.081263176,44.2984969,-43.32947183,0
2021/11/7,357,12.88627613,43.71980882,-43.90815991,0
2021/11/8,334,-4.57300672,43.66132514,-43.84967623,0
2021/11/9,351,14.02739049,44.24001322,-43.27098815,0
2021/11/10,325,-17.93474888,46.06034344,-39.81748772,0
2021/11/11,352,6.318188486,37.66070537,-36.6916803,0
2021/11/12,345,-0.094175545,35.94862575,-36.13697683,0
2021/11/13,357,7.708358639,35.94862575,-36.13697683,0
2021/11/14,345,-11.18273207,35.94862575,-36.13697683,0
2021/11/15,375.1,14.04147859,36.52731382,-35.55828876,0
2021/11/16,365,0.484512533,39.16422915,-32.92137343,0
2021/11/17,354,-13.48770373,39.16422915,-32.92137343,0
2021/11/18,364,-4.993336276,36.52731382,-35.55828876,0
2021/11/19,375,3.121427858,36.52731382,-35.55828876,0
2021/11/20,384,7.833933094,35.94862575,-36.13697683,0
2021/11/21,378,-1.648687375,41.73052676,-40.76150169,0
2021/11/22,376,-6.866032392,42.36282526,-41.39380019,0
2021/11/23,387,7.524797309,53.90464157,-47.66178585,0
2021/11/24,354,-14.51248689,55.94631444,-49.70345872,0
2021/11/25,365,11.80376229,55.94631444,-49.70345872,0
2021/11/26,354,22.44776642,64.83232002,-63.86329495,0
2021/11/27,355,23.80921919,62.69912011,-65.99649486,0
2021/11/28,324,-30.68706044,68.9366103,-72.23398505,0
2021/11/29,378,-6.966620341,75.22721275,-68.98435703,0
2021/11/30,351,-78.4010496,80.55571359,-67.93993639,1
2021/12/1,499,36.96965556,81.61258343,-68.99680623,0
2021/12/2,478,21.18151767,81.61615132,-68.99323833,0
2021/12/3,493,36.13236194,81.61615132,-68.99323833,0
2021/12/4,469,24.183619,81.61258343,-68.99680623,0
2021/12/5,426,-19.33478929,81.61258343,-68.99680623,0
2021/12/6,440,-21.96304283,81.3645404,-69.24484926,0
2021/12/7,466,-9.195984065,75.60116395,-75.0082257,0
2021/12/8,454,-37.17213726,74.54429412,-73.95135586,0
2021/12/9,505,6.307888599,74.70746803,-63.10409049,0
2021/12/10,525,30.20880104,66.74512574,-54.6254346,0
2021/12/11,510,20.37427111,66.32546715,-54.06028083,0
2021/12/12,486,6.311456492,66.25271956,-54.13302842,0
2021/12/13,475,-3.326564339,63.87837421,-52.27499667,0
2021/12/14,484,-3.628226821,58.34598079,-57.75304254,0
2021/12/15,460,-38.22849974,46.41462005,-45.82168179,0
2021/12/16,520,6.05984557,46.04230435,-34.43892681,0
2021/12/17,516,0.296469127,44.99828753,-32.87859639,0
2021/12/18,507,5.80168877,44.39399549,-32.27430435,0
2021/12/19,496,13.24453056,42.88209897,-30.76240783,0
2021/12/20,485,29.85443703,41.53012117,-29.92674363,0
2021/12/21,453,6.13259316,40.59517528,-30.86168952,0
2021/12/22,441,-20.22690946,36.02490153,-35.43196327,0
2021/12/23,457,-23.23911683,35.10027727,-36.35658752,0
2021/12/24,460,-51.69835203,36.02490153,-35.43196327,1
2021/12/25,550,8.566818528,40.59517528,-30.86168952,0
2021/12/26,621,53.46666397,41.11682214,-30.34004266,1
2021/12/27,586,15.33354472,42.21064314,-31.43386367,0
2021/12/28,549,4.86674288,46.67351271,-35.89673323,0
2021/12/29,535,-0.628155125,47.17834306,-37.4448573,0
2021/12/30,521,-19.72443336,41.68344505,-42.9397553,0
2021/12/31,505,-21.42028345,41.68344505,-42.9397553,0
2022/1/1,499,-0.875422765,50.13187127,-51.38818152,0
2022/1/2,485,-1.54441903,53.63143529,-47.8886175,0
2022/1/3,491,7.337634956,53.63143529,-47.8886175,0
2022/1/4,503,20.96589075,55.62676928,-45.89328352,0
2022/1/5,492,5.388389738,54.77046025,-49.02764246,0
2022/1/6,512,15.19304251,53.51292804,-50.28517468,0
2022/1/7,498,-14.67531078,51.27089623,-52.52720648,0
2022/1/8,509,-29.32970044,51.27089623,-52.52720648,0
2022/1/9,556,-18.2876895,53.51292804,-50.28517468,0
2022/1/10,602,9.59293475,54.35839023,-49.43971248,0
2022/1/11,622,30.75649808,54.77046025,-49.02764246,0
2022/1/12,588,2.871408896,54.77046025,-49.02764246,0
2022/1/13,563,-3.837049643,54.77046025,-49.02764246,0
2022/1/14,574,14.4396315,54.35839023,-49.43971248,0
2022/1/15,545,-20.5218116,53.21936527,-48.30068752,0
2022/1/16,569,1.613876682,51.34742587,-48.11967251,0
2022/1/17,541,-29.81527048,51.34742587,-48.11967251,0
2022/1/18,580,5.351871698,52.19288806,-47.27421031,0
2022/1/19,601,23.76996341,42.40506379,-37.48638604,0
2022/1/20,586,2.459338875,37.12807945,-31.38526166,0
2022/1/21,611,17.91665883,36.5867677,-31.64858334,0
2022/1/22,577,-14.05966138,35.00539139,-30.08671365,0
2022/1/23,564,-12.98499102,34.1599292,-30.93217584,0
2022/1/24,556,-1.599834336,35.00539139,-30.08671365,0
2022/1/25,536,6.855685539,35.00539139,-30.08671365,0
2022/1/26,499,-13.35709153,35.0151447,-30.07696034,0
2022/1/27,521,11.90154973,36.60759808,-28.48450696,0
2022/1/28,515,8.755843961,32.51450358,-24.39141245,0
2022/1/29,502,-7.153415797,30.84423133,-25.90604697,0
2022/1/30,512,4.225348305,30.31743587,-25.39875812,0
2022/1/31,503,2.46909218,25.23368686,-22.26746995,0
2022/2/1,490,-6.735483283,25.23368686,-22.26746995,0
2022/2/2,472,-21.87230974,26.21967058,-21.28148622,1
2022/2/3,498,9.639516064,26.08798342,-20.22345135,0
2022/2/4,485,4.061545561,26.08798342,-20.22345135,0
2022/2/5,477,5.575787154,25.65062023,-20.71243587,0
2022/2/6,485,25.90083951,25.40690148,-20.46871712,1
2022/2/7,451,1.483108458,24.42091776,-21.45470084,0
2022/2/8,421,-21.82207768,24.42091776,-21.45470084,1
2022/2/9,419,-16.71209237,25.40690148,-20.46871712,0
2022/2/10,429,-0.455537473,24.42091776,-21.45470084,0
2022/2/11,431,6.379737226,22.51632172,-23.42739667,0
2022/2/12,424,2.932266033,24.45496765,-21.48875074,0
2022/2/13,428,8.457744752,25.90412523,-20.03959316,0
2022/2/14,419,-1.259199638,24.66463651,-21.69841959,0
2022/2/15,412,-5.51202021,22.72599058,-23.63706552,0
2022/2/16,410,-1.038747921,22.14278013,-24.22027597,0
2022/2/17,402,-1.830801548,22.14278013,-24.22027597,0
2022/2/18,399,4.5454401,22.14278013,-24.22027597,0
2022/2/19,406,21.17456972,24.00619883,-24.91727377,0
2022/2/20,359,-16.15067364,24.00619883,-24.91727377,0
2022/2/21,346,-17.27155031,26.55571226,-22.45691879,0
2022/2/22,355,5.444158227,24.86165143,-25.75848861,0
2022/2/23,364,20.21715044,25.43081651,-27.50831235,0
2022/2/24,340,-6.572428905,24.2713221,-26.34881794,0
2022/2/25,347,-6.508678255,24.2713221,-26.34881794,0
2022/2/26,350,-17.2529007,24.86165143,-25.75848861,0
2022/2/27,387,14.2311814,25.39777064,-25.22236939,0
2022/2/28,375,6.18463218,25.39777064,-25.22236939,0
2022/3/1,367,2.049396737,24.86165143,-25.75848861,0
2022/3/2,351,-6.351734083,24.86165143,-25.75848861,0
2022/3/3,361,7.552521157,24.86165143,-25.75848861,0
2022/3/4,354,-0.448418593,24.86165143,-25.75848861,0
2022/3/5,345,-8.633917086,24.86165143,-25.75848861,0
2022/3/6,353,0.087700626,23.65507149,-25.35755957,0
2022/3/7,345,-7.387221995,23.65507149,-25.35755957,0
2022/3/8,366,14.67329876,23.65507149,-25.35755957,0
2022/3/9,352,0.859340702,24.05789694,-24.95473412,0
2022/3/10,341,-10.6736303,24.05789694,-24.95473412,0
2022/3/11,351,-1.023735385,22.07368674,-22.97052393,0
2022/3/12,364,11.62838069,21.6708613,-23.37334937,0
2022/3/13,349,-4.022745959,22.07368674,-22.97052393,0
2022/3/14,353,-0.851244038,21.6708613,-23.37334937,0
2022/3/15,360,7.475510987,21.6708613,-23.37334937,0
2022/3/16,346,-2.824656041,21.6708613,-23.37334937,0
2022/3/17,339,-4.775150065,21.6708613,-23.37334937,0
2022/3/18,325,-11.69643852,21.6708613,-23.37334937,0
2022/3/19,334,-0.005115107,21.49836995,-23.54584072,0
2022/3/20,351,14.7486244,19.69744929,-25.34676137,0
2022/3/21,342,2.235680833,19.69744929,-25.34676137,0
2022/3/22,338,-8.249996016,19.69744929,-25.34676137,0
2022/3/23,356,5.495774549,20.57052031,-26.21983239,0
2022/3/24,346,-5.95910721,31.71578106,-37.36509314,0
2022/3/25,362,7.420377259,31.71578106,-37.36509314,0
2022/3/26,351,-6.067481742,31.71578106,-37.36509314,0
2022/3/27,374,16.22880346,32.41074912,-38.14536241,0
2022/3/28,354,-2.867306646,36.9316076,-42.66622089,0
2022/3/29,344,-10.098064,39.79379914,-39.80402935,0
2022/3/30,323,-26.0142719,42.01453637,-37.58329212,0
2022/3/31,346,-3.061293365,42.01453637,-37.58329212,0
2022/4/1,385,30.3149392,43.28889938,-38.85765512,0
