Date,NH3NMBR,highfreq,upper_threshold,lower_threshold,trend_aware_flag
2021/6/17,5.73,0.03,0.680430909,-0.475833333,0
2021/6/18,5.7,0.02,0.680430909,-0.475833333,0
2021/6/19,5.68,0.02,0.680430909,-0.475833333,0
2021/6/20,5.66,0.03,0.680430909,-0.475833333,0
2021/6/21,5.63,0.02,0.660430909,-0.495833333,0
2021/6/22,5.61,0,0.660430909,-0.495833333,0
2021/6/23,5.58,0,0.660430909,-0.495833333,0
2021/6/24,5.56,0,0.660430909,-0.495833333,0
2021/6/25,5.54,0,0.660430909,-0.495833333,0
2021/6/26,5.51,0,0.660430909,-0.495833333,0
2021/6/27,5.49,0,0.660430909,-0.495833333,0
2021/6/28,5.46,0,0.660430909,-0.495833333,0
2021/6/29,5.44,0,0.660430909,-0.495833333,0
2021/6/30,5.42,0,0.660430909,-0.495833333,0
2021/7/1,5.39,0,0.660430909,-0.495833333,0
2021/7/2,5.37,0,0.660430909,-0.495833333,0
2021/7/3,5.34,0,0.660430909,-0.495833333,0
2021/7/4,5.32,0,0.660430909,-0.495833333,0
2021/7/5,5.3,0,0.660430909,-0.495833333,0
2021/7/6,5.27,0,0.660430909,-0.495833333,0
2021/7/7,5.25,0,0.660430909,-0.495833333,0
2021/7/8,5.22,0,0.660430909,-0.495833333,0
2021/7/9,5.2,0,0.660430909,-0.495833333,0
2021/7/10,5.18,0,0.660430909,-0.495833333,0
2021/7/11,5.15,0,0.660430909,-0.495833333,0
2021/7/12,5.13,0,0.660430909,-0.495833333,0
2021/7/13,5.1,0,0.660430909,-0.495833333,0
2021/7/14,5.08,0,0.660430909,-0.495833333,0
2021/7/15,5.06,0,0.660430909,-0.495833333,0
2021/7/16,5.03,0,0.660430909,-0.495833333,0
2021/7/17,5.01,0,0.660430909,-0.495833333,0
2021/7/18,4.98,0,0.660430909,-0.495833333,0
2021/7/19,4.96,0,0.660430909,-0.495833333,0
2021/7/20,4.94,0,0.660430909,-0.495833333,0
2021/7/21,4.91,0,0.660430909,-0.495833333,0
2021/7/22,4.89,-0.02,0.660430909,-0.495833333,0
2021/7/23,4.86,-0.05,0.660430909,-0.495833333,0
2021/7/24,4.84,-0.07,0.660430909,-0.495833333,0
2021/7/25,4.82,-0.09,0.660430909,-0.495833333,0
2021/7/26,4.79,-0.12,0.660430909,-0.495833333,0
2021/7/27,4.77,-0.14,0.660430909,-0.495833333,0
2021/7/28,4.74,-0.17,0.640430909,-0.515833333,0
2021/7/29,4.72,-0.19,0.630430909,-0.525833333,0
2021/7/30,4.7,-0.21,0.610430909,-0.545833333,0
2021/7/31,4.67,-0.24,0.590430909,-0.565833333,0
2021/8/1,4.65,-0.26,0.590430909,-0.565833333,0
2021/8/2,4.62,-0.29,0.570430909,-0.585833333,0
2021/8/3,4.6,-0.31,0.570430909,-0.585833333,0
2021/8/4,4.58,-0.33,0.570430909,-0.585833333,0
2021/8/5,4.55,-0.36,0.570430909,-0.585833333,0
2021/8/6,5.49,0.27,0.570430909,-0.585833333,0
2021/8/7,5.46,0.21,0.570430909,-0.585833333,0
2021/8/8,5.44,0.17,0.584583,-0.596458333,0
2021/8/9,5.42,0.12,0.641191364,-0.638958333,0
2021/8/10,5.39,0.07,0.727234455,-0.668541667,0
2021/8/11,5.37,0.03,0.833277545,-0.678125,0
2021/8/12,5.34,-0.03,0.959320636,-0.667708333,0
2021/8/13,5.32,-0.07,1.065363727,-0.677291667,0
2021/8/14,5.3,-0.12,1.156689455,-0.693333333,0
2021/8/15,5.27,-0.17,1.238015182,-0.719375,0
2021/8/16,5.25,-0.21,1.324623545,-0.731875,0
2021/8/17,5.22,-0.24,1.381231909,-0.774375,0
2021/8/18,5.56,0.1,1.428405545,-0.809791667,0
2021/8/19,5.61,0.15,1.423688182,-0.80625,0
2021/8/20,5.65,0.19,1.376514545,-0.770833333,0
2021/8/21,5.7,0.24,1.315188818,-0.724791667,0
2021/8/22,5.75,0.31,1.223863091,-0.70875,0
2021/8/23,5.8,0.38,1.142537364,-0.682708333,0
2021/8/24,5.84,0.45,1.032342182,-0.6525,0
2021/8/25,5.89,0.52,0.893277545,-0.618125,0
2021/8/26,5.94,0.6,0.764212909,-0.57375,0
2021/8/27,5.98,0.66,0.660430909,-0.495833333,0
2021/8/28,6.03,0.73,0.660430909,-0.495833333,1
2021/8/29,6.08,0.81,0.660430909,-0.495833333,1
2021/8/30,6.13,0.88,0.660430909,-0.495833333,1
2021/8/31,6.17,0.95,0.660430909,-0.495833333,1
2021/9/1,4.96,0,0.660430909,-0.495833333,0
2021/9/2,4.94,0,0.660430909,-0.495833333,0
2021/9/3,4.91,0,0.660430909,-0.495833333,0
2021/9/4,4.89,-0.02,0.660430909,-0.495833333,0
2021/9/5,4.86,-0.05,0.660430909,-0.495833333,0
2021/9/6,4.84,-0.05,0.640430909,-0.515833333,0
2021/9/7,4.82,-0.04,0.620430909,-0.535833333,0
2021/9/8,4.79,-0.05,0.620430909,-0.535833333,0
2021/9/9,4.77,-0.05,0.610430909,-0.545833333,0
2021/9/10,4.74,-0.05,0.610430909,-0.545833333,0
2021/9/11,4.72,-0.05,0.610430909,-0.545833333,0
2021/9/12,4.7,-0.04,0.610430909,-0.545833333,0
2021/9/13,4.67,-0.05,0.610430909,-0.545833333,0
2021/9/14,4.65,-0.05,0.610430909,-0.545833333,0
2021/9/15,4.62,-0.05,0.610430909,-0.545833333,0
2021/9/16,4.6,-0.05,0.610430909,-0.545833333,0
2021/9/17,4.58,-0.07,0.610430909,-0.545833333,0
2021/9/18,4.55,-0.1,0.610430909,-0.545833333,0
2021/9/19,5.49,0.84,0.610430909,-0.545833333,1
2021/9/20,5.46,0.81,0.610430909,-0.545833333,1
2021/9/21,4.6,-0.05,0.610430909,-0.545833333,0
2021/9/22,4.54,-0.08,0.610430909,-0.545833333,0
2021/9/23,4.32,-0.28,0.667039273,-0.588333333,0
2021/9/24,4.35,-0.25,0.770821273,-0.66625,0
2021/9/25,4.2,-0.4,0.874603273,-0.744166667,0
2021/9/26,4.1,-0.48,0.968950545,-0.815,0
2021/9/27,4.35,-0.21,1.063297818,-0.885833333,0
2021/9/28,4.12,-0.43,1.129340909,-0.935416667,0
2021/9/29,4.01,-0.54,1.171797182,-0.967291667,0
2021/9/30,4.21,-0.33,1.19794508,-0.969415064,0
2021/10/1,4.5,-0.04,1.202662444,-0.972956731,0
2021/10/2,6.2,1.66,1.207379808,-0.976498397,1
2021/10/3,7.9,3.39,1.252097171,-0.940040064,1
2021/10/4,7.8,3.3,1.247379808,-0.936498397,1
2021/10/5,6.5,2.05,1.233227717,-0.925873397,1
2021/10/6,6.4,2.05,1.190771444,-0.893998397,1
2021/10/7,4.24,-0.11,1.138880444,-0.855040064,0
2021/10/8,4.54,0.22,1.086989444,-0.816081731,0
2021/10/9,4.65,0.34,1.032973039,-0.775527702,0
2021/10/10,4.56,0.25,0.971439955,-0.729330357,0
2021/10/11,4.45,0.14,0.917345791,-0.688717949,0
2021/10/12,4.31,0,0.865247434,-0.649603938,0
2021/10/13,4.54,0.264230769,0.813149078,-0.610489928,0
2021/10/14,4.64,0.364230769,0.761050722,-0.571375917,0
2021/10/15,4.51,0.234230769,0.709159722,-0.532417583,0
2021/10/16,4.23,-0.045769231,0.660430909,-0.495833333,0
2021/10/17,4.21,-0.045824176,0.660430909,-0.495833333,0
2021/10/18,4.31,0.07,0.65631003,-0.499954212,0
2021/10/19,4.21,-0.03,0.65631003,-0.499954212,0
2021/10/20,4.275769231,0.035769231,0.65631003,-0.499954212,0
2021/10/21,4.255824176,0.015824176,0.65631003,-0.499954212,0
2021/10/22,4.235879121,-0.004120879,0.65631003,-0.499954212,0
2021/10/23,4.215934066,-0.024065934,0.660430909,-0.495833333,0
2021/10/24,4.195989011,-0.044010989,0.660430909,-0.495833333,0
2021/10/25,4.176043956,-0.063956044,0.660430909,-0.495833333,0
2021/10/26,4.156098901,-0.083901099,0.660430909,-0.495833333,0
2021/10/27,4.136153846,-0.103846154,0.660430909,-0.495833333,0
2021/10/28,4.116208791,-0.123791209,0.660430909,-0.495833333,0
2021/10/29,4.096263736,-0.139615385,0.65631003,-0.499954212,0
2021/10/30,4.076318681,-0.153681319,0.636364975,-0.519899267,0
2021/10/31,4.056373626,-0.173626374,0.630430909,-0.525833333,0
2021/11/1,4.036428571,-0.193571429,0.630430909,-0.525833333,0
2021/11/2,4.016483516,-0.219395605,0.636364975,-0.519899267,0
2021/11/3,4.8,0.564120879,0.636364975,-0.519899267,0
2021/11/4,4.24,0,0.636364975,-0.519899267,0
2021/11/5,4.54,0.3,0.636364975,-0.519899267,0
2021/11/6,4.65,0.41,0.636364975,-0.519899267,0
2021/11/7,4.56,0.25,0.620430909,-0.535833333,0
2021/11/8,4.45,0.14,0.61641992,-0.539844322,0
2021/11/9,4.31,0,0.634121407,-0.563619507,0
2021/11/10,4.54,0.23,0.677277509,-0.596019919,0
2021/11/11,4.64,0.32,0.732071502,-0.63715774,0
2021/11/12,4.51,0.19,0.788757624,-0.679716119,0
2021/11/13,4.23,-0.09,0.847465474,-0.723792355,0
2021/11/14,4.21,-0.11,0.89956383,-0.762906366,0
2021/11/15,4.31,-0.04,0.944145508,-0.796377061,0
2021/11/16,4.21,-0.14,0.996835057,-0.818427199,0
2021/11/17,4.7,0.3,1.079524606,-0.810477336,0
2021/11/18,4.5,0.05,1.120218347,-0.841029076,0
2021/11/19,4.4,-0.05,1.17682671,-0.883529076,0
2021/11/20,4.6,0.1,1.256768784,-0.873516484,0
2021/11/21,4.54,0.04,1.296710857,-0.903503892,0
2021/11/22,4.32,-0.18,1.285015038,-0.964753892,0
2021/11/23,4.35,-0.15,1.311427091,-0.984583333,0
2021/11/24,4.2,-0.3,1.339731273,-1.005833333,0
2021/11/25,4.1,-0.41,1.372752818,-1.030625,0
2021/11/26,4.35,-0.16,1.370491727,-1.098958333,0
2021/11/27,4.12,-0.39,1.407665364,-1.144375,0
2021/11/28,4.01,-0.53,1.414839,-1.219791667,0
2021/11/29,4.21,-0.39,1.470316818,-1.296458333,0
2021/11/30,4.5,-0.2,1.586925182,-1.278958333,0
2021/12/1,6.2,0.65,1.643533545,-1.321458333,0
2021/12/2,7.9,2.1,1.754859273,-1.3175,1
2021/12/3,7.8,1.9,1.816185,-1.363541667,1
2021/12/4,6.5,0.4,1.827510727,-1.459583333,0
2021/12/5,6.4,0.2,1.812423273,-1.623333333,0
2021/12/6,7.5,1.2,1.896770545,-1.704166667,0
2021/12/7,6.3,0,1.966400455,-1.791458333,0
2021/12/8,6.1,-0.3,2.066595636,-1.831666667,0
2021/12/9,6.7,0.22,2.146790818,-1.891875,0
2021/12/10,6.5,0,2.358681818,-1.770833333,0
2021/12/11,6.3,-0.2,2.405855455,-1.80625,0
2021/12/12,5.9,-0.61,2.453029091,-1.841666667,0
2021/12/13,5.8,-0.9,2.495485364,-1.873541667,0
2021/12/14,5.55,-1.15,2.537941636,-1.905416667,0
2021/12/15,8.5,1.6,2.680397909,-1.837291667,0
2021/12/16,9.3,2.2,2.69455,-1.847916667,0
2021/12/17,7.7,0.6,2.69455,-1.847916667,0
2021/12/18,7.1,0,2.69455,-1.847916667,0
2021/12/19,6.9,-0.2,2.69455,-1.847916667,0
2021/12/20,6.7,-0.5,2.69455,-1.847916667,0
2021/12/21,6.48,-0.72,2.647376364,-1.8125,0
2021/12/22,6.51,-0.69,2.500202727,-1.877083333,0
2021/12/23,7.6,0.4,2.553029091,-1.741666667,0
2021/12/24,7.5,0.3,2.505855455,-1.70625,0
2021/12/25,8.8,1.6,2.358681818,-1.770833333,0
2021/12/26,8.9,1.7,2.311508182,-1.735416667,0
2021/12/27,7.8,0.6,2.264334545,-1.7,0
2021/12/28,7.1,-0.1,2.217160909,-1.664583333,0
2021/12/29,7.2,0,2.169987273,-1.629166667,0
2021/12/30,7.3,0.1,2.122813636,-1.59375,0
2021/12/31,7.3,0.1,2.07564,-1.558333333,0
2022/1/1,7.2,0.1,2.07564,-1.558333333,0
2022/1/2,8.5,1.4,2.07564,-1.558333333,0
2022/1/3,8.3,1.2,2.07564,-1.558333333,0
2022/1/4,8.1,0.9,2.07564,-1.558333333,0
2022/1/5,7,-0.2,2.07564,-1.558333333,0
2022/1/6,7.2,0,2.128466364,-1.422916667,0
2022/1/7,7.3,0.1,2.081292727,-1.3875,0
2022/1/8,6.8,-0.4,2.034119091,-1.352083333,0
2022/1/9,6.4,-0.7,1.986945455,-1.316666667,0
2022/1/10,6.7,-0.3,1.839771818,-1.38125,0
2022/1/11,6.5,-0.3,1.792598182,-1.345833333,0
2022/1/12,6.3,-0.4,1.745424545,-1.310416667,0
2022/1/13,6.1,-0.4,1.698250909,-1.275,0
2022/1/14,6.2,-0.3,1.651077273,-1.239583333,0
2022/1/15,6.4,0,1.603903636,-1.204166667,0
2022/1/16,5.9,-0.5,1.55673,-1.16875,0
2022/1/17,5.6,-0.7,1.55673,-1.16875,0
2022/1/18,7.8,1.6,1.45673,-1.26875,1
2022/1/19,7.5,1.4,1.45673,-1.26875,0
2022/1/20,7.2,1.1,1.45673,-1.26875,0
2022/1/21,6.5,0.5,1.55673,-1.16875,0
2022/1/22,6,0.1,1.55673,-1.16875,0
2022/1/23,6.1,0.2,1.55673,-1.16875,0
2022/1/24,5.6,-0.1,1.55673,-1.16875,0
2022/1/25,5.1,-0.5,1.55673,-1.16875,0
2022/1/26,5.5,-0.1,1.55673,-1.16875,0
2022/1/27,5.7,0.1,1.509556364,-1.133333333,0
2022/1/28,5.6,0,1.562382727,-0.997916667,0
2022/1/29,5.5,0,1.515209091,-0.9625,0
2022/1/30,5.6,0.1,1.468035455,-0.927083333,0
2022/1/31,5.4,-0.1,1.373688182,-0.85625,0
2022/2/1,5.3,-0.1,1.279340909,-0.785416667,0
2022/2/2,4.3,-1,1.184993636,-0.714583333,1
2022/2/3,5.9,0.6,1.090646364,-0.64375,0
2022/2/4,5.5,0.2,0.996299091,-0.572916667,0
2022/2/5,5.3,0.1,0.801951818,-0.602083333,0
2022/2/6,5.2,0,0.707604545,-0.53125,0
2022/2/7,5.2,0.1,0.660430909,-0.495833333,0
2022/2/8,5.3,0.4,0.660430909,-0.495833333,0
2022/2/9,4.9,0.6,0.660430909,-0.495833333,0
2022/2/10,3.7,-0.5,0.660430909,-0.495833333,1
2022/2/11,4.2,0.1,0.660430909,-0.495833333,0
2022/2/12,4.1,0.1,0.660430909,-0.495833333,0
2022/2/13,4,0.3,0.660430909,-0.495833333,0
2022/2/14,3.7,0,0.660430909,-0.495833333,0
2022/2/15,3.4,-0.2,0.660430909,-0.495833333,0
2022/2/16,3.6,0.2,0.660430909,-0.495833333,0
2022/2/17,3.1,0,0.660430909,-0.495833333,0
2022/2/18,3,0,0.660430909,-0.495833333,0
2022/2/19,3,0,0.660430909,-0.495833333,0
2022/2/20,2.8,-0.1,0.660430909,-0.495833333,0
2022/2/21,2.7,-0.1,0.660430909,-0.495833333,0
2022/2/22,2.9,0.1,0.660430909,-0.495833333,0
2022/2/23,2.8,0.1,0.660430909,-0.495833333,0
2022/2/24,2.7,0,0.660430909,-0.495833333,0
2022/2/25,2.5,-0.1,0.660430909,-0.495833333,0
2022/2/26,2.1,-0.4,0.660430909,-0.495833333,0
2022/2/27,2.6,0.1,0.660430909,-0.495833333,0
2022/2/28,2.5,0,0.660430909,-0.495833333,0
2022/3/1,2.5,0,0.660430909,-0.495833333,0
2022/3/2,2.5,0,0.660430909,-0.495833333,0
2022/3/3,2.5,0,0.660430909,-0.495833333,0
2022/3/4,2.5,0.4,0.560430909,-0.595833333,0
2022/3/5,1.7,-0.4,0.560430909,-0.595833333,0
2022/3/6,1.6,-0.4,0.560430909,-0.595833333,0
2022/3/7,2.1,0.2,0.560430909,-0.595833333,0
2022/3/8,2,0.1,0.560430909,-0.595833333,0
2022/3/9,1.8,-0.1,0.560430909,-0.595833333,0
2022/3/10,1.7,-0.2,0.560430909,-0.595833333,0
2022/3/11,1.9,0,0.560430909,-0.595833333,0
2022/3/12,1.8,-0.1,0.560430909,-0.595833333,0
2022/3/13,1.7,-0.2,0.560430909,-0.595833333,0
2022/3/14,1.5,-0.4,0.560430909,-0.595833333,0
2022/3/15,1.8,-0.1,0.560430909,-0.595833333,0
2022/3/16,1.6,-0.3,0.560430909,-0.595833333,0
2022/3/17,1.7,-0.2,0.560430909,-0.595833333,0
2022/3/18,1.7,-0.2,0.560430909,-0.595833333,0
2022/3/19,1.7,-0.2,0.560430909,-0.595833333,0
2022/3/20,1.8,-0.1,0.560430909,-0.595833333,0
2022/3/21,1.5,-0.5,0.560430909,-0.595833333,0
2022/3/22,1.4,-0.7,0.560430909,-0.595833333,1
2022/3/23,2.6,0.2,0.560430909,-0.595833333,0
2022/3/24,2.5,0,0.560430909,-0.595833333,0
2022/3/25,2.7,0.1,0.560430909,-0.595833333,0
2022/3/26,2.8,0.2,0.660430909,-0.495833333,0
2022/3/27,2.6,-0.1,0.560430909,-0.595833333,0
2022/3/28,2.4,-0.3,0.560430909,-0.595833333,0
2022/3/29,2.7,-0.1,0.660430909,-0.495833333,0
2022/3/30,2.9,0,0.660430909,-0.495833333,0
2022/3/31,3.5,0.4,0.660430909,-0.495833333,0
2022/4/1,3.2,0.1,0.660430909,-0.495833333,0
2022/4/2,3.1,0,0.660430909,-0.495833333,0
2022/4/3,3.1,0,0.660430909,-0.495833333,0
2022/4/4,3.2,0.1,0.660430909,-0.495833333,0
2022/4/5,3.1,0,0.660430909,-0.495833333,0
2022/4/6,4.4,1.2,0.760430909,-0.395833333,1
2022/4/7,3.6,0.4,0.760430909,-0.395833333,0
2022/4/8,3.9,0.7,0.760430909,-0.395833333,0
2022/4/9,3.1,-0.1,0.760430909,-0.395833333,0
2022/4/10,3.2,0,0.660430909,-0.495833333,0
