Date,NH3NMBR,highfreq,upper_threshold,lower_threshold,trend_aware_flag
2021/2/8,5.8,0.120070108,1.311792083,-0.865436089,0
2021/2/9,5.55,-0.056572806,1.293096962,-0.849975975,0
2021/2/10,8.5,3.021570627,1.274401842,-0.834515861,1
2021/2/11,9.3,3.90090766,1.255706721,-0.819055747,1
2021/2/12,7.7,2.460107272,1.229222441,-0.811384793,1
2021/2/13,4.31,-0.532178885,1.142399643,-0.864052356,0
2021/2/14,4.21,-0.513884395,1.141985246,-0.863709666,0
2021/2/15,4.7,0.044153272,1.141570849,-0.863366976,0
2021/2/16,4.5,-0.153897572,1.145709551,-0.866789517,0
2021/2/17,4.4,-0.14339397,1.150262651,-0.870554748,0
2021/2/18,4.6,0.024867235,1.154815751,-0.874319979,0
2021/2/19,4.54,0.044109088,1.241638549,-0.821652416,0
2021/2/20,4.32,0.14422324,1.327678672,-0.892804141,0
2021/2/21,4.35,0.156473989,1.384878853,-0.992795808,0
2021/2/22,4.2,-0.036611055,1.470918976,-1.063947533,0
2021/2/23,4.1,-0.345627986,1.517671364,-1.174386993,0
2021/2/24,4.35,-0.066762042,1.603667302,-1.245582903,0
2021/2/25,4.12,-0.35810762,1.671426702,-1.301617204,0
2021/2/26,4.01,-0.479149183,1.719944249,-1.376893359,0
2021/2/27,4.21,-0.155323429,1.758613558,-1.462017751,0
2021/2/28,4.5,-0.133858264,1.825958561,-1.517709362,0
2021/3/1,6.2,1.349753055,1.906768937,-1.53138987,0
2021/3/2,7.9,2.550603072,1.92601079,-1.512148017,1
2021/3/3,7.8,2.298885251,1.92601079,-1.512148017,1
2021/3/4,6.5,0.909140819,1.965342709,-1.472816098,0
2021/3/5,6.4,0.69551136,1.965342709,-1.472816098,0
2021/3/6,7.5,1.855658009,1.965342709,-1.472816098,0
2021/3/7,6.3,0.418950036,1.965342709,-1.472816098,0
2021/3/8,6.1,0.083441007,1.965342709,-1.472816098,0
2021/3/9,6.7,0.230792469,1.920823423,-1.517335385,0
2021/3/10,6.5,-0.004222856,1.920823423,-1.517335385,0
2021/3/11,6.3,-0.060627686,1.965342709,-1.472816098,0
2021/3/12,5.9,-0.483110969,1.987156714,-1.451002093,0
2021/3/13,5.8,-0.447603641,1.996183956,-1.441974851,0
2021/3/14,5.55,-0.762478804,2.007857369,-1.430301438,0
2021/3/15,8.5,2.247134162,2.021653898,-1.359487905,1
2021/3/16,9.3,2.590294321,2.013726092,-1.243622009,1
2021/3/17,7.7,0.80283505,1.883591578,-1.245315913,0
2021/3/18,7.1,0.388083507,1.815306305,-1.188846735,0
2021/3/19,6.9,0.125955667,1.747021032,-1.132377558,0
2021/3/20,6.7,-0.041611606,1.633730551,-1.120913589,0
2021/3/21,6.48,-0.346862996,1.553771865,-1.076117825,0
2021/3/22,6.51,-0.237243626,1.493514963,-1.042780196,0
2021/3/23,7.6,0.379039346,1.417535477,-1.019801524,0
2021/3/24,7.5,0.03892172,1.361953081,-0.976425762,0
2021/3/25,7.2,0.024883214,1.280101107,-0.98748377,0
2021/3/26,7.3,0.105255012,1.241437728,-0.955510709,0
2021/3/27,7.3,0.170960875,1.281078406,-0.909545654,0
2021/3/28,7.2,0.114282254,1.278142585,-0.907117848,0
2021/3/29,8.5,1.590164852,1.275206763,-0.904690041,1
2021/3/30,8.3,1.022665023,1.295501861,-0.879031316,0
2021/3/31,8.1,0.621017199,1.29256604,-0.876603509,0
2021/4/1,7,-0.054025989,1.289630218,-0.874175703,0
2021/4/2,7.2,0.185827362,1.286694397,-0.871747896,0
2021/4/3,7.3,0.401036128,1.289630218,-0.874175703,0
2021/4/4,6.8,0.082024093,1.326615091,-0.904760707,0
2021/4/5,6.4,-0.079595643,1.363599964,-0.935345711,0
2021/4/6,6.7,0.003201622,1.400584836,-0.965930715,0
2021/4/7,6.5,-0.373023754,1.437569709,-0.996515719,0
2021/4/8,6.3,-0.096088067,1.451323663,-1.050331642,0
2021/4/9,6.1,-0.260483914,1.488308536,-1.080916646,0
2021/4/10,6.2,-0.074336914,1.525293408,-1.11150165,0
2021/4/11,6.4,0.286470301,1.562278281,-1.142086654,0
2021/4/12,5.9,-0.099623791,1.599263154,-1.172671658,0
2021/4/13,5.6,-0.619144361,1.636248027,-1.203256662,0
2021/4/14,7.8,1.339727036,1.670297078,-1.23141386,0
2021/4/15,7.5,1.43213471,1.670297078,-1.23141386,0
2021/4/16,7.2,1.099382357,1.591474608,-1.31023633,0
2021/4/17,6.5,0.47182279,1.591474608,-1.31023633,0
2021/4/18,6,0.152809361,1.490741734,-1.343399326,0
2021/4/19,6.1,0.288546852,1.453756862,-1.312814323,0
2021/4/20,5.6,-0.33781102,1.402981453,-1.296019855,0
2021/4/21,5.1,-1.025237589,1.379787116,-1.251644315,0
2021/4/22,5.5,-0.278443624,1.332556735,-1.212586687,0
2021/4/23,5.7,-0.148252509,1.297265188,-1.161590225,0
2021/4/24,5.6,-0.196732452,1.253632597,-1.118934807,0
2021/4/25,5.5,-0.137732716,1.206402216,-1.07987718,0
2021/4/26,7.5,1.789187065,1.200502115,-0.96914612,1
2021/4/27,7.2,1.409724001,1.078724356,-0.974292719,1
2021/4/28,6.5,0.581834406,1.005909016,-0.914077358,0
2021/4/29,6,0.374906684,0.97007855,-0.884447002,0
2021/4/30,6.1,0.392679146,0.930650293,-0.858414435,0
2021/5/1,5.6,-0.060546378,0.894819826,-0.828784078,0
2021/5/2,5.1,-0.417649139,0.858989359,-0.799153722,0
2021/5/3,5.5,-0.15790666,0.833404401,-0.777995989,0
2021/5/4,5.7,-0.045009754,0.803153416,-0.761504283,0
2021/5/5,5.6,-0.137592761,0.777568457,-0.74034655,0
2021/5/6,5.5,0.046180351,0.756649525,-0.71452279,0
2021/5/7,5.6,0.081772074,0.754566312,-0.706227039,0
2021/5/8,5.4,-0.048607544,0.797812773,-0.652601614,0
2021/5/9,5.3,0.012929075,0.810119545,-0.646315418,0
2021/5/10,4.3,-1.19769041,0.846666228,-0.615789311,1
2021/5/11,5.9,0.243126568,0.85730883,-0.624590316,0
2021/5/12,5.5,-0.084639425,0.834700156,-0.666642596,0
2021/5/13,5.3,-0.084826053,0.836331394,-0.684454965,0
2021/5/14,5.2,-0.278278235,0.846973996,-0.69325597,0
2021/5/15,5.2,-0.235129607,0.857616598,-0.702056974,0
2021/5/16,5.3,0.00391771,0.822283776,-0.762226662,0
2021/5/17,6.4,0.820985635,0.884805883,-0.724541421,0
2021/5/18,5.9,0.107860883,0.904116484,-0.72404711,0
2021/5/19,5.6,-0.053273571,0.930943941,-0.716035943,0
2021/5/20,7.8,2.268561276,0.94666648,-0.719129694,1
2021/5/21,7.5,1.882528778,0.968265467,-0.716346997,1
2021/5/22,7.2,1.605793685,0.959917756,-0.730087968,1
2021/5/23,6.5,1.04179195,0.957446494,-0.737952489,1
2021/5/24,6,0.294072479,0.960398534,-0.740393708,0
2021/5/25,6.1,0.217280581,0.962470583,-0.738321659,0
2021/5/26,5.6,-0.090475121,0.958474642,-0.72889457,0
2021/5/27,5.1,-0.50062699,0.94814602,-0.720406901,0
2021/5/28,5.5,-0.162176908,0.923676623,-0.700171693,0
2021/5/29,5.7,0.029457296,0.899236611,-0.679907099,0
2021/5/30,5.6,0.034880599,0.874767214,-0.65967189,0
2021/5/31,5.5,-0.29527515,0.843893328,-0.634140427,0
2021/6/1,7.5,1.55517284,0.801393498,-0.598994775,1
2021/6/2,7.2,1.417580056,0.7579365,-0.56311127,1
2021/6/3,6.5,0.765393956,0.712806855,-0.527313694,1
2021/6/4,6,0.189730612,0.702946218,-0.519159344,0
2021/6/5,6.1,0.241601528,0.702946218,-0.519159344,0
2021/6/6,5.6,-0.172852218,0.700457881,-0.521647681,0
2021/6/7,5.97,0.016445592,0.698385832,-0.523719729,0
2021/6/8,5.95,-0.099721482,0.685374128,-0.536731434,0
2021/6/9,5.92,0.031529345,0.673415038,-0.548690524,0
2021/6/10,5.9,0.090009231,0.671929525,-0.550176037,0
2021/6/11,5.87,0.034851213,0.671929525,-0.550176037,0
2021/6/12,5.85,-0.000813819,0.673415038,-0.548690524,0
2021/6/13,5.82,0.091127358,0.673415038,-0.548690524,0
2021/6/14,5.8,-0.018952736,0.671929525,-0.550176037,0
2021/6/15,5.78,-0.08744768,0.671929525,-0.550176037,0
2021/6/16,5.75,0.003000989,0.671929525,-0.550176037,0
2021/6/17,5.73,0.034017682,0.669381337,-0.552724225,0
2021/6/18,5.7,-0.003241683,0.668307935,-0.553797626,0
2021/6/19,5.68,-0.027121677,0.668307935,-0.553797626,0
2021/6/20,5.66,0.066012788,0.668307935,-0.553797626,0
2021/6/21,5.63,-0.003605321,0.668307935,-0.553797626,0
2021/6/22,5.61,-0.037642796,0.669381337,-0.552724225,0
2021/6/23,5.58,-0.0006206,0.669381337,-0.552724225,0
2021/6/24,5.56,0.004486502,0.669381337,-0.552724225,0
2021/6/25,5.54,-0.002094289,0.668307935,-0.553797626,0
2021/6/26,5.51,-0.022713403,0.668114716,-0.553990845,0
2021/6/27,5.49,0.039241125,0.668114716,-0.553990845,0
2021/6/28,5.46,0.000452801,0.668307935,-0.553797626,0
2021/6/29,5.44,-0.007849023,0.668307935,-0.553797626,0
2021/6/30,5.42,0.005462976,0.669381337,-0.552724225,0
2021/7/1,5.39,-0.006145696,0.669381337,-0.552724225,0
2021/7/2,5.37,-0.008583443,0.668307935,-0.553797626,0
2021/7/3,5.34,-0.017583089,0.666834247,-0.555271315,0
2021/7/4,5.32,0.015600433,0.668307935,-0.553797626,0
2021/7/5,5.3,0.00753589,0.669381337,-0.552724225,0
2021/7/6,5.27,0.00300386,0.669381337,-0.552724225,0
2021/7/7,5.25,0.011332212,0.671932396,-0.550173166,0
2021/7/8,5.22,0.005687107,0.671932396,-0.550173166,0
2021/7/9,5.2,-0.021733312,0.671932396,-0.550173166,0
2021/7/10,5.18,-0.012509908,0.669381337,-0.552724225,0
2021/7/11,5.15,-0.005323034,0.671932396,-0.550173166,0
2021/7/12,5.13,0.00540091,0.674329446,-0.547776116,0
2021/7/13,5.1,0.009348366,0.674329446,-0.547776116,0
2021/7/14,5.08,0.018676705,0.674391512,-0.547714049,0
2021/7/15,5.06,0.029600345,0.674391512,-0.547714049,0
2021/7/16,5.03,-0.038509699,0.674329446,-0.547776116,0
2021/7/17,5.01,-0.023290512,0.674329446,-0.547776116,0
2021/7/18,4.98,-0.014739407,0.674329446,-0.547776116,0
2021/7/19,4.96,0.00648104,0.674329446,-0.547776116,0
2021/7/20,4.94,0.028678936,0.671932396,-0.550173166,0
2021/7/21,4.91,0.020097248,0.663605502,-0.55850006,0
2021/7/22,4.89,0.034764927,0.663605502,-0.55850006,0
2021/7/23,4.86,-0.052660899,0.663605502,-0.55850006,0
2021/7/24,4.84,-0.034060754,0.663605502,-0.55850006,0
2021/7/25,4.82,-0.009841106,0.674329446,-0.547776116,0
2021/7/26,4.79,0.007491993,0.675409576,-0.546695986,0
2021/7/27,4.77,0.038655045,0.676420529,-0.545685033,0
2021/7/28,4.74,0.021928057,0.678276902,-0.54382866,0
2021/7/29,4.72,0.027197752,0.676420529,-0.545685033,0
2021/7/30,4.7,-0.082921676,0.675409576,-0.546695986,0
2021/7/31,4.67,-0.116963856,0.65908743,-0.563018131,0
2021/8/1,4.65,-0.150014989,0.65908743,-0.563018131,0
2021/8/2,4.62,-0.201291376,0.65908743,-0.563018131,0
2021/8/3,4.6,-0.239790903,0.675409576,-0.546695986,0
2021/8/4,4.58,-0.315632307,0.676420529,-0.545685033,0
2021/8/5,4.55,-0.397433916,0.67310243,-0.549003132,0
2021/8/6,5.49,0.386947716,0.664750875,-0.557354687,0
2021/8/7,5.46,0.306267523,0.660188105,-0.561917457,0
2021/8/8,5.44,0.245724059,0.661699009,-0.560406553,0
2021/8/9,5.42,0.194382722,0.664750875,-0.557354687,0
2021/8/10,5.39,0.154681511,0.67310243,-0.549003132,0
2021/8/11,5.37,0.11460114,0.69780093,-0.5694278,0
2021/8/12,5.34,0.052076883,0.7495244,-0.612201032,0
2021/8/13,5.32,-0.097310174,0.801247871,-0.654974264,0
2021/8/14,5.3,-0.137077929,0.852971341,-0.697747496,0
2021/8/15,5.27,-0.178327564,0.934566166,-0.710649373,0
2021/8/16,5.25,-0.205606825,0.995984211,-0.728496557,0
2021/8/17,5.22,-0.227265995,1.025156268,-0.752620676,0
2021/8/18,5.56,0.112173206,1.042470744,-0.766939053,0
2021/8/19,5.61,0.116978668,1.043257257,-0.767589467,0
2021/8/20,5.65,0.004173894,1.028132145,-0.755081608,0
2021/8/21,5.7,-0.004177661,1.004073152,-0.735185787,0
2021/8/22,5.75,-0.008740431,0.944247999,-0.71865586,0
2021/8/23,5.8,-0.007229527,0.872583126,-0.713965654,0
2021/8/24,5.84,0.034045248,0.830789608,-0.679404094,0
2021/8/25,5.89,0.117977797,0.785291151,-0.641778698,0
2021/8/26,5.94,0.195670102,0.725216126,-0.607357021,0
2021/8/27,5.98,0.200640389,0.673492656,-0.564583789,0
2021/8/28,6.03,0.320790434,0.664750875,-0.557354687,0
2021/8/29,6.08,0.451010693,0.664750875,-0.557354687,0
2021/8/30,6.13,0.559055512,0.664750875,-0.557354687,0
2021/8/31,6.17,0.724941424,0.667659547,-0.554446015,1
2021/9/1,4.96,-0.348444847,0.67310243,-0.549003132,0
2021/9/2,4.94,-0.272884113,0.67310243,-0.549003132,0
2021/9/3,4.91,-0.275775124,0.667659547,-0.554446015,0
2021/9/4,4.89,-0.18131718,0.667659547,-0.554446015,0
2021/9/5,4.86,-0.111159468,0.667659547,-0.554446015,0
2021/9/6,4.84,-0.109086977,0.676146678,-0.545958884,0
2021/9/7,4.82,-0.026441391,0.693471746,-0.528633815,0
2021/9/8,4.79,0.042368208,0.693471746,-0.528633815,0
2021/9/9,4.77,0.05005001,0.676146678,-0.545958884,0
2021/9/10,4.74,-0.026697941,0.667659547,-0.554446015,0
2021/9/11,4.72,-0.001268989,0.660936124,-0.561169437,0
2021/9/12,4.7,0.007218142,0.660936124,-0.561169437,0
2021/9/13,4.67,-0.06965398,0.649950158,-0.572155404,0
2021/9/14,4.65,-0.018978378,0.642487144,-0.579618417,0
2021/9/15,4.62,0.02454321,0.642487144,-0.579618417,0
2021/9/16,4.6,0.027879201,0.642487144,-0.579618417,0
2021/9/17,4.58,-0.045826467,0.649950158,-0.572155404,0
2021/9/18,4.55,-0.007992412,0.656958085,-0.565147477,0
2021/9/19,5.49,0.973970721,0.660936124,-0.561169437,1
2021/9/20,5.46,0.909168517,0.667659547,-0.554446015,1
2021/9/21,4.6,0.142404577,0.676146678,-0.545958884,0
2021/9/22,4.54,0.149454718,0.676146678,-0.545958884,0
2021/9/23,4.32,-0.030149444,0.688735597,-0.533369964,0
2021/9/24,4.35,-0.04989245,0.688735597,-0.533369964,0
2021/9/25,4.2,-0.111936432,0.688735597,-0.533369964,0
2021/9/26,4.1,-0.162986896,0.688735597,-0.533369964,0
2021/9/27,4.35,0.048319581,0.688735597,-0.533369964,0
2021/9/28,4.12,-0.098747121,0.693471746,-0.528633815,0
2021/9/29,4.01,-0.213539115,0.696807737,-0.525297825,0
2021/9/30,4.21,-0.011970451,0.715295998,-0.506809564,0
2021/10/1,4.5,0.173007156,0.715295998,-0.506809564,0
2021/10/2,6.2,1.914470775,0.715295998,-0.506809564,1
2021/10/3,7.9,3.615933726,0.715295998,-0.506809564,1
2021/10/4,7.8,3.424991631,0.715295998,-0.506809564,1
2021/10/5,6.5,2.167398612,0.688735597,-0.533369964,1
2021/10/6,6.4,1.973937139,0.684034979,-0.538070583,1
2021/10/7,4.24,-0.174214937,0.672271156,-0.549834406,0
2021/10/8,4.54,0.019807062,0.672271156,-0.549834406,0
2021/10/9,4.65,0.190157491,0.676706359,-0.545399203,0
2021/10/10,4.56,0.136135254,0.684034979,-0.538070583,0
2021/10/11,4.45,-0.025363287,0.688735597,-0.533369964,0
2021/10/12,4.31,-0.071086964,0.688735597,-0.533369964,0
2021/10/13,4.54,0.055282409,0.684034979,-0.538070583,0
2021/10/14,4.64,0.234180785,0.684034979,-0.538070583,0
2021/10/15,4.51,0.046367462,0.684034979,-0.538070583,0
2021/10/16,4.23,-0.132618744,0.684034979,-0.538070583,0
2021/10/17,4.21,-0.082903688,0.676706359,-0.545399203,0
2021/10/18,4.31,0.002933387,0.672271156,-0.549834406,0
2021/10/19,4.21,0.015106443,0.672271156,-0.549834406,0
2021/10/20,4.275769231,-0.069908292,0.671861923,-0.550243639,0
2021/10/21,4.255824176,0.00334262,0.671861923,-0.550243639,0
2021/10/22,4.235879121,-0.06106303,0.671861923,-0.550243639,0
2021/10/23,4.215934066,0.007777823,0.672271156,-0.549834406,0
2021/10/24,4.195989011,0.049763737,0.672271156,-0.549834406,0
2021/10/25,4.176043956,0.037832777,0.671861923,-0.550243639,0
2021/10/26,4.156098901,0.111097032,0.648799932,-0.57330563,0
2021/10/27,4.136153846,-0.120627523,0.671861923,-0.550243639,0
2021/10/28,4.116208791,-0.06185687,0.671861923,-0.550243639,0
2021/10/29,4.096263736,-0.141941334,0.666772541,-0.555333021,0
2021/10/30,4.076318681,-0.123398649,0.648799932,-0.57330563,0
2021/10/31,4.056373626,-0.121268951,0.648799932,-0.57330563,0
2021/11/1,4.036428571,-0.156503698,0.648799932,-0.57330563,0
2021/11/2,4.016483516,-0.144495163,0.666772541,-0.555333021,0
2021/11/3,4.8,0.372557304,0.658535597,-0.563569964,0
2021/11/4,4.24,-0.131589654,0.648799932,-0.57330563,0
2021/11/5,4.54,0.10303769,0.658535597,-0.563569964,0
2021/11/6,4.65,0.240976217,0.658535597,-0.563569964,0
2021/11/7,4.56,0.191068987,0.666772541,-0.555333021,0
2021/11/8,4.45,0.086787545,0.666772541,-0.555333021,0
2021/11/9,4.31,-0.033987608,0.658535597,-0.563569964,0
2021/11/10,4.54,-0.020128604,0.648799932,-0.57330563,0
2021/11/11,4.64,0.145276452,0.634940928,-0.587164634,0
2021/11/12,4.51,-0.002155995,0.634940928,-0.587164634,0
2021/11/13,4.23,-0.212205409,0.634940928,-0.587164634,0
2021/11/14,4.21,-0.130526795,0.662921487,-0.584983589,0
2021/11/15,4.31,0.002087211,0.682018468,-0.600776025,0
2021/11/16,4.21,-0.119297841,0.706072293,-0.602880902,0
2021/11/17,4.7,0.194294501,0.725649015,-0.610074951,0
2021/11/18,4.5,-0.010392939,0.739958654,-0.615854996,0
2021/11/19,4.4,-0.111253178,0.750954892,-0.624948443,0
2021/11/20,4.6,0.18783177,0.766194335,-0.629798683,0
2021/11/21,4.54,0.287981425,0.778042509,-0.639596647,0
2021/11/22,4.32,0.134489257,0.789890683,-0.649394611,0
2021/11/23,4.35,0.120159826,0.809997659,-0.66659079,0
2021/11/24,4.2,-0.159799679,0.837950567,-0.689706723,0
2021/11/25,4.1,-0.377258094,0.871044464,-0.716505528,0
2021/11/26,4.35,-0.11620551,0.905251245,-0.744793162,0
2021/11/27,4.12,-0.231894839,0.952184297,-0.784173428,0
2021/11/28,4.01,-0.167542869,0.99909351,-0.822965463,0
2021/11/29,4.21,-0.005469396,1.046002723,-0.861757497,0
2021/11/30,4.5,-0.037423754,1.093223119,-0.90023835,0
2021/12/1,6.2,1.316684328,1.198615797,-0.95345618,1
2021/12/2,7.9,2.624185828,1.411555138,-0.947772218,1
2021/12/3,7.8,2.368581478,1.524997906,-1.041584829,1
2021/12/4,6.5,1.046760702,1.642057175,-1.112208846,0
2021/12/5,6.4,1.020923011,1.779016342,-1.225468575,0
2021/12/6,7.5,2.033967741,1.904218523,-1.355185044,1
2021/12/7,6.3,0.515628358,1.914681697,-1.52347711,0
2021/12/8,6.1,0.001776029,1.914681697,-1.52347711,0
2021/12/9,6.7,0.223430424,1.914681697,-1.52347711,0
2021/12/10,6.5,0.020663252,2.028326191,-1.409832616,0
2021/12/11,6.3,-0.068343025,2.105332126,-1.332826681,0
2021/12/12,5.9,-0.282649126,2.152218156,-1.285940651,0
2021/12/13,5.8,-0.398209681,2.152218156,-1.285940651,0
2021/12/14,5.55,-0.822601912,2.152218156,-1.285940651,0
2021/12/15,8.5,2.015431762,2.152218156,-1.285940651,0
2021/12/16,9.3,2.457847318,2.152218156,-1.285940651,1
2021/12/17,7.7,0.776101741,2.105332126,-1.332826681,0
2021/12/18,7.1,0.270316454,2.105332126,-1.332826681,0
2021/12/19,6.9,0.275543893,2.105332126,-1.332826681,0
2021/12/20,6.7,0.032779995,2.105332126,-1.332826681,0
2021/12/21,6.48,-0.379589382,2.05281119,-1.385347617,0
2021/12/22,6.51,-0.431305009,2.047678017,-1.39048079,0
2021/12/23,7.6,0.292631048,2.047678017,-1.39048079,0
2021/12/24,7.5,0.146424489,2.047678017,-1.39048079,0
2021/12/25,8.8,1.617356062,1.928035749,-1.32689645,0
2021/12/26,8.9,2.004899963,1.839827459,-1.218596729,1
2021/12/27,7.8,0.959228317,1.744802766,-1.130637025,0
2021/12/28,7.1,0.140268308,1.716081971,-1.106886081,0
2021/12/29,7.2,0.165776315,1.687361176,-1.083135138,0
2021/12/30,7.3,-0.082381844,1.658640382,-1.059384194,0
2021/12/31,7.3,-0.119044165,1.638633763,-1.052217625,0
2022/1/1,7.2,-0.011507244,1.605259191,-1.059973204,0
2022/1/2,8.5,1.602918048,1.585080265,-1.054533138,1
2022/1/3,8.3,1.538187512,1.585080265,-1.054533138,0
2022/1/4,8.1,1.317517591,1.585080265,-1.054533138,0
2022/1/5,7,0.170909487,1.592087146,-1.049080452,0
2022/1/6,7.2,0.116768395,1.611438972,-1.029728625,0
2022/1/7,7.3,0.204229202,1.611438972,-1.029728625,0
2022/1/8,6.8,-0.075350467,1.611438972,-1.029728625,0
2022/1/9,6.4,-0.172836143,1.611438972,-1.029728625,0
2022/1/10,6.7,0.321020495,1.572522385,-1.044148275,0
2022/1/11,6.5,0.202539836,1.52933998,-1.011351659,0
2022/1/12,6.3,-0.00948989,1.464996411,-0.998162011,0
2022/1/13,6.1,-0.354583979,1.399807467,-0.985817737,0
2022/1/14,6.2,-0.241351378,1.253861364,-1.054230623,0
2022/1/15,6.4,0.138673583,1.314930706,-0.915628065,0
2022/1/16,5.9,-0.155334612,1.272492325,-0.880533228,0
2022/1/17,5.6,-0.331075972,1.230904644,-0.846141887,0
2022/1/18,7.8,1.916836585,1.109031757,-0.892035753,1
2022/1/19,7.5,1.549933218,1.067444077,-0.857644412,1
2022/1/20,7.2,1.151766549,1.024734943,-0.822325674,1
2022/1/21,6.5,0.454728379,0.996555843,-0.79902269,0
2022/1/22,6,0.094017833,0.996555843,-0.79902269,0
2022/1/23,6.1,0.342194103,0.996555843,-0.79902269,0
2022/1/24,5.6,-0.053178126,1.073485484,-0.7200442,0
2022/1/25,5.1,-0.524468202,1.074598143,-0.716882691,0
2022/1/26,5.5,-0.196511554,1.071242578,-0.718189407,0
2022/1/27,5.7,-0.019799448,0.992070031,-0.795313104,0
2022/1/28,5.6,-0.101247372,0.990948578,-0.794385707,0
2022/1/29,5.5,-0.075303316,1.002597728,-0.780687708,0
2022/1/30,5.6,0.102743852,0.991754822,-0.771721061,0
2022/1/31,5.4,0.013732626,0.969262767,-0.776452413,0
2022/2/1,5.3,-0.067869468,0.968429307,-0.752431797,0
2022/2/2,4.3,-1.163257245,0.954825244,-0.741181783,1
2022/2/3,5.9,0.446177074,0.921475961,-0.736934644,0
2022/2/4,5.5,0.110956685,0.901604035,-0.72050136,0
2022/2/5,5.3,0.106566051,0.878439506,-0.707360679,0
2022/2/6,5.2,0.09178372,0.828328109,-0.721166865,0
2022/2/7,5.2,0.285782988,0.808456183,-0.704733581,0
2022/2/8,5.3,0.515573127,0.787809395,-0.689075159,0
2022/2/9,4.9,0.153935696,0.767937469,-0.672641874,0
2022/2/10,3.7,-0.895231621,0.757786995,-0.66424784,1
2022/2/11,4.2,-0.199937114,0.747636522,-0.655853807,0
2022/2/12,4.1,0.010440023,0.74161617,-0.650875218,0
2022/2/13,4,0.026503229,0.766610152,-0.614882296,0
2022/2/14,3.7,-0.045438321,0.770857021,-0.612378832,0
2022/2/15,3.4,-0.201540906,0.772225985,-0.61351091,0
2022/2/16,3.6,0.057672671,0.780576526,-0.607661413,0
2022/2/17,3.1,-0.300620831,0.787734517,-0.603004465,0
2022/2/18,3,-0.242238469,0.789103481,-0.604136543,0
2022/2/19,3,0.020714202,0.784683419,-0.611057648,0
2022/2/20,2.8,-0.148721207,0.786052383,-0.612189727,0
2022/2/21,2.7,-0.124001913,0.787421348,-0.613321806,0
2022/2/22,2.9,0.09072747,0.778516133,-0.624728063,0
2022/2/23,2.8,-0.02057431,0.7475018,-0.655742397,0
2022/2/24,2.7,-0.033304613,0.742661102,-0.651739334,0
2022/2/25,2.5,-0.158122196,0.737820404,-0.647736271,0
2022/2/26,2.1,-0.356010905,0.748124638,-0.628588276,0
2022/2/27,2.6,0.142587833,0.74328394,-0.624585214,0
2022/2/28,2.5,0.132326385,0.738443242,-0.620582151,0
2022/3/1,2.5,0.09243701,0.72329831,-0.635727083,0
2022/3/2,2.5,0.075936567,0.72329831,-0.635727083,0
2022/3/3,2.5,0.175239795,0.72329831,-0.635727083,0
2022/3/4,2.5,0.238151312,0.710568007,-0.648457386,0
